'Index';'Force [N]';'Crosshead [mm]';'epsXX [%]';'epsYY [%]'
75;1340.232849;0.444202;0.000745;0.055820
76;1364.562988;0.453806;0.000935;0.056328
77;1387.619019;0.458612;0.000054;0.056871
78;1409.393311;0.465012;0.001460;0.057680
79;1427.322388;0.473013;-0.002577;0.058349
80;1445.251465;0.477819;0.001144;0.059002
81;1460.617065;0.485821;0.000026;0.059384
82;1477.272034;0.492229;0.001302;0.059965
83;1490.074158;0.500231;0.000397;0.060639
84;1505.447388;0.506639;0.004458;0.062510
85;1520.812988;0.513039;0.002832;0.063178
86;1534.904480;0.519447;0.003768;0.062858
87;1550.270081;0.524244;0.001950;0.061451
88;1564.361572;0.533848;0.002176;0.062751
89;1575.881958;0.541859;0.000812;0.063138
90;1588.691711;0.545053;0.000732;0.064217
91;1601.501465;0.553064;0.000215;0.064699
92;1613.021851;0.557861;0.000969;0.065073
93;1623.268127;0.565872;-0.001096;0.065294
94;1633.514404;0.572271;-0.001912;0.065138
95;1642.478943;0.580282;-0.001607;0.065063
96;1650.169373;0.585079;-0.001602;0.064998
97;1656.570435;0.593081;0.000210;0.065934
98;1661.689758;0.599489;0.000999;0.066455
99;1666.816711;0.605888;0.000311;0.067364
100;1670.654297;0.613899;-0.000541;0.067009
101;1671.936035;0.620298;-0.001562;0.066850
102;1671.936035;0.626707;0.000056;0.065831
103;1671.936035;0.631504;-0.000042;0.066227
104;1671.936035;0.637913;0.000187;0.066226
105;1669.380188;0.644312;0.000290;0.066517
106;1669.380188;0.652313;0.000314;0.066538
107;1670.654297;0.658722;-0.000114;0.066250
108;1668.098450;0.665121;-0.001361;0.066002
109;1668.098450;0.671530;-0.000766;0.066674
110;1669.380188;0.677929;-0.000032;0.066770
111;1668.098450;0.685940;-0.000525;0.066545
112;1668.098450;0.692339;-0.000497;0.065825
113;1668.098450;0.698748;-0.000303;0.066371
114;1668.098450;0.705147;-0.000608;0.066031
115;1668.098450;0.713148;-0.000003;0.065949
116;1669.380188;0.717955;-0.000385;0.066382
117;1674.499512;0.725956;0.000339;0.066741
118;1683.464050;0.732365;0.000134;0.067223
119;1692.428589;0.740366;0.003921;0.066796
120;1698.829651;0.745173;-0.000595;0.067393
121;1706.520081;0.753174;-0.000284;0.068862
122;1710.357666;0.757980;-0.000265;0.067986
123;1718.040466;0.765982;0.001575;0.068446
124;1723.167419;0.772381;-0.000421;0.068569
125;1732.131958;0.778790;-0.000138;0.068139
126;1741.096497;0.785189;0.000598;0.068923
127;1750.061035;0.793200;0.001140;0.070223
128;1759.025574;0.799599;0.001641;0.070969
129;1770.553589;0.806007;0.002795;0.071875
130;1779.518127;0.814009;0.001750;0.071648
131;1791.046143;0.818815;0.002908;0.069943
132;1803.855896;0.826817;0.001354;0.071980
133;1815.376282;0.831623;0.004671;0.073755
134;1830.749512;0.839624;0.003612;0.073134
135;1843.551636;0.846024;0.001169;0.072135
136;1857.643127;0.854034;-0.002430;0.074059
137;1870.452881;0.858831;0.001537;0.076578
138;1884.536743;0.866842;-0.003122;0.075175
139;1899.902344;0.873241;0.001186;0.075994
140;1913.993835;0.878048;-0.005718;0.074665
141;1939.605713;0.886049;0.002154;0.076812
142;1962.661743;0.894051;-0.006510;0.076717
143;1988.273621;0.898857;0.001403;0.080574
144;2011.329651;0.906858;0.001672;0.081570
145;2039.505005;0.911665;-0.000193;0.082647
146;2065.116882;0.918064;0.001930;0.082962
147;2089.454651;0.924473;-0.000662;0.084321
148;2112.503052;0.932474;0.001062;0.085548
149;2139.396667;0.938883;-0.005195;0.089273
150;2162.452698;0.945282;0.002641;0.085636
151;2189.346313;0.951681;0.000268;0.086916
152;2213.684082;0.959692;-0.002836;0.085992
153;2235.450745;0.964489;-0.002459;0.088287
154;2259.788513;0.972500;0.003692;0.091255
155;2284.118652;0.978899;-0.002118;0.092230
156;2307.174683;0.985308;-0.001691;0.093072
157;2330.223083;0.993309;-0.000497;0.093398
158;2354.560852;0.998116;-0.002287;0.093428
159;2380.172729;1.006117;-0.003251;0.094544
160;2405.792236;1.012516;-0.000706;0.095849
161;2432.685852;1.020527;-0.003166;0.095994
162;2460.861206;1.026926;-0.000069;0.099631
163;2490.318298;1.033335;-0.000366;0.100096
164;2521.057129;1.038132;-0.001245;0.101042
165;2553.070068;1.047735;-0.000819;0.102238
166;2586.372375;1.052542;-0.000119;0.102515
167;2617.111206;1.060543;-0.001823;0.104432
168;2651.687622;1.068554;-0.000889;0.106058
169;2682.426453;1.073351;-0.000819;0.107147
170;2717.002869;1.079760;-0.001007;0.108113
171;2750.305176;1.086159;-0.001560;0.108614
172;2784.881592;1.094170;-0.001225;0.110127
173;2818.183899;1.102171;-0.001521;0.110871
174;2851.478577;1.105375;-0.000847;0.113596
175;2887.336731;1.113377;-0.002191;0.114742
176;2921.920776;1.118183;-0.002621;0.114834
177;2957.778931;1.126184;-0.002274;0.116345
178;2992.355347;1.132584;-0.002039;0.117680
179;3030.776978;1.138992;-0.002353;0.119164
180;3065.361023;1.145391;-0.001913;0.121021
181;3102.500916;1.151800;-0.002376;0.122414
182;3135.795593;1.159801;-0.002524;0.124002
183;3172.935486;1.166210;-0.001992;0.125119
184;3208.801270;1.172609;-0.000729;0.125977
185;3245.941162;1.179008;-0.002669;0.128317
186;3284.362793;1.185417;-0.002812;0.130005
187;3320.220947;1.191816;-0.001150;0.131529
188;3357.360840;1.198225;-0.004798;0.132618
189;3391.944885;1.206226;-0.004646;0.134161
190;3430.366516;1.212635;-0.004178;0.134826
191;3466.224670;1.219034;-0.003575;0.136609
192;3504.646301;1.225443;-0.004876;0.137692
193;3543.067932;1.231842;-0.004652;0.140982
194;3578.926086;1.238251;-0.005866;0.140434
195;3617.347717;1.247854;-0.003299;0.142092
196;3653.205872;1.251049;-0.002132;0.143921
197;3690.345764;1.260662;-0.001667;0.146114
198;3730.049133;1.267061;-0.001329;0.147361
199;3767.189026;1.275063;-0.004166;0.147706
200;3803.054810;1.279869;-0.002237;0.148703
201;3842.750549;1.287870;-0.004875;0.149618
202;3881.172180;1.294279;-0.002975;0.152902
203;3918.319702;1.300678;-0.011614;0.151840
204;3958.015442;1.307087;-0.005435;0.156343
205;3997.718811;1.315088;0.000112;0.158739
206;4037.422180;1.321497;0.003962;0.157107
207;4074.562073;1.326294;-0.001891;0.161052
208;4114.265442;1.332703;-0.004101;0.160484
209;4151.405334;1.340704;-0.004183;0.162801
210;4189.826965;1.345510;-0.003835;0.164128
211;4230.812073;1.351910;-0.005149;0.164698
212;4269.233704;1.358309;-0.005437;0.167283
213;4306.373596;1.366320;-0.005995;0.167310
214;4347.358704;1.371117;-0.006224;0.169325
215;4385.780334;1.379128;-0.004597;0.170654
216;4424.201965;1.385527;-0.004741;0.172212
217;4462.623596;1.393538;-0.004273;0.173813
218;4502.319336;1.398335;-0.004167;0.175468
219;4542.022705;1.404743;-0.004883;0.177230
220;4580.444336;1.412745;-0.005191;0.178628
221;4620.147705;1.420746;-0.005088;0.180192
222;4657.287598;1.427155;-0.004070;0.181875
223;4698.272705;1.431952;-0.004966;0.183532
224;4737.976074;1.439962;-0.005675;0.184974
225;4777.679443;1.447964;-0.003128;0.187179
226;4816.101074;1.452770;-0.005757;0.188930
227;4854.522705;1.459169;-0.007093;0.190195
228;4895.500183;1.467171;-0.005623;0.192124
229;4933.921814;1.471977;-0.005296;0.193001
230;4974.906921;1.479979;-0.006913;0.194274
231;5013.328552;1.486387;-0.004399;0.195186
232;5054.313660;1.491184;-0.004735;0.197179
233;5094.017029;1.499195;-0.008497;0.198929
234;5133.720398;1.505594;-0.007148;0.199204
235;5173.416138;1.512003;-0.005006;0.201249
236;5213.119507;1.518402;-0.006123;0.203491
237;5254.104614;1.526403;-0.007126;0.203603
238;5293.807983;1.534414;-0.001783;0.205196
239;5332.229614;1.539211;-0.005127;0.206408
240;5373.207092;1.547222;-0.011485;0.208839
241;5412.910461;1.552019;-0.008078;0.210895
242;5451.332092;1.558428;-0.007861;0.212958
243;5493.598938;1.566429;-0.006283;0.214663
244;5534.584045;1.572838;-0.005698;0.216288
245;5574.279785;1.580839;-0.008633;0.216931
246;5613.983154;1.584044;-0.005832;0.218169
247;5654.968262;1.592045;-0.008150;0.219682
248;5694.671631;1.598444;-0.007586;0.220443
249;5734.375000;1.606455;-0.006678;0.222890
250;5775.352478;1.611252;-0.007033;0.224041
251;5815.055847;1.617661;-0.004755;0.225381
252;5857.322693;1.625662;-0.008655;0.225649
253;5897.026062;1.630468;-0.010114;0.225959
254;5939.285278;1.638470;-0.008438;0.229877
255;5978.988647;1.643276;-0.008195;0.231396
256;6018.692017;1.651278;-0.007029;0.233059
257;6060.958862;1.657677;-0.006633;0.234351
258;6101.936340;1.665688;-0.008259;0.235889
259;6140.357971;1.670485;-0.008141;0.237810
260;6183.906555;1.678495;-0.008727;0.240427
261;6223.609924;1.684895;-0.005203;0.241883
262;6264.587402;1.692896;-0.006213;0.243569
263;6308.135986;1.699305;-0.005117;0.245036
264;6346.557617;1.707306;-0.007592;0.246233
265;6387.535095;1.712112;-0.007887;0.248345
266;6427.238464;1.718512;-0.006695;0.248596
267;6470.787048;1.726522;-0.007228;0.250210
268;6511.764526;1.732922;-0.007254;0.251713
269;6554.031372;1.739330;-0.006813;0.252992
270;6592.453003;1.745729;-0.003678;0.253840
271;6635.993958;1.752138;-0.010684;0.255041
272;6676.979065;1.756935;-0.013967;0.256089
273;6717.964172;1.766539;-0.008258;0.258644
274;6760.231018;1.771345;-0.009308;0.260618
275;6802.490234;1.777744;-0.010009;0.261152
276;6842.193604;1.785755;-0.009552;0.261591
277;6884.460449;1.793756;-0.007647;0.263509
278;6925.437927;1.798563;-0.011891;0.264867
279;6966.423035;1.804962;-0.008638;0.267402
280;7009.963989;1.811371;-0.008661;0.269754
281;7050.949097;1.817770;-0.007242;0.271457
282;7093.215942;1.824179;-0.008629;0.271920
283;7132.919312;1.830578;-0.009617;0.273727
284;7175.178528;1.836977;-0.010489;0.275789
285;7216.163635;1.843386;-0.008556;0.280252
286;7258.422852;1.849785;-0.010022;0.280167
287;7299.407959;1.857796;-0.011629;0.280151
288;7344.230652;1.865797;-0.009533;0.282224
289;7382.652283;1.872206;-0.008901;0.283705
290;7427.482605;1.880207;-0.010628;0.284973
291;7468.460083;1.885004;-0.009961;0.286119
292;7509.445190;1.891413;-0.010210;0.288268
293;7550.430298;1.899414;-0.010477;0.289306
294;7593.971252;1.904221;-0.010696;0.292866
295;7636.238098;1.910620;-0.009552;0.292958
296;7678.504944;1.918631;-0.012426;0.294972
297;7720.764160;1.925030;-0.010852;0.296959
298;7764.312744;1.931438;-0.010573;0.299501
299;7805.290222;1.939440;-0.011601;0.300824
300;7846.275330;1.945839;-0.012342;0.301244
301;7887.260437;1.953850;-0.011619;0.304109
302;7930.801392;1.958647;-0.011794;0.304849
303;7974.349976;1.965055;-0.012396;0.306969
304;8015.327454;1.973057;-0.012745;0.307579
305;8057.594299;1.979465;-0.010983;0.309322
306;8101.135254;1.985865;-0.010300;0.311057
307;8143.402100;1.992264;-0.010738;0.312465
308;8184.387207;1.998672;-0.011278;0.313690
309;8225.364685;2.005072;-0.010505;0.315659
310;8265.068054;2.013083;-0.010443;0.316954
311;8308.616638;2.017879;-0.009163;0.319467
312;8350.875854;2.024288;-0.010266;0.321305
313;8394.424438;2.032290;-0.009795;0.321918
314;8435.401917;2.038698;-0.011865;0.323838
315;8477.668762;2.046700;-0.011681;0.324053
316;8519.935608;2.053099;-0.012494;0.326556
317;8562.194824;2.056303;-0.013285;0.328115
318;8604.461670;2.064304;-0.015322;0.327414
319;8646.720886;2.070713;-0.012737;0.331166
320;8688.987732;2.078714;-0.011893;0.331435
321;8729.972839;2.085123;-0.011787;0.334206
322;8773.513794;2.093124;-0.010595;0.336595
323;8814.498901;2.099524;-0.012200;0.337377
324;8855.484009;2.104330;-0.011337;0.338889
325;8896.461487;2.112331;-0.011641;0.340344
326;8941.291809;2.118740;-0.012044;0.342239
327;8980.987549;2.126741;-0.013623;0.343407
328;9023.254395;2.131548;-0.012905;0.344232
329;9064.239502;2.137947;-0.009779;0.346244
330;9106.498718;2.145958;-0.011604;0.347129
331;9148.765564;2.152357;-0.012826;0.348486
332;9189.750671;2.160358;-0.014218;0.350953
333;9233.291626;2.166767;-0.013901;0.352222
334;9272.994995;2.173166;-0.015463;0.353868
335;9315.254211;2.181177;-0.014021;0.353388
336;9357.521057;2.185974;-0.010701;0.359664
337;9401.069641;2.193985;-0.018186;0.358762
338;9439.483643;2.198782;-0.012348;0.361058
339;9481.750488;2.206793;-0.013632;0.362807
340;9524.017334;2.213192;-0.011956;0.363808
341;9564.994812;2.219591;-0.013028;0.365843
342;9604.698181;2.227602;-0.008459;0.366728
343;9646.965027;2.234001;-0.007738;0.368676
344;9687.950134;2.240410;-0.011198;0.369272
345;9728.927612;2.248411;-0.010344;0.372081
346;9769.912720;2.254820;-0.011070;0.372910
347;9812.179565;2.261219;-0.014194;0.373033
348;9850.601196;2.267618;-0.014538;0.374042
349;9894.142151;2.274027;-0.014878;0.376352
350;9933.845520;2.282028;-0.016202;0.377359
351;9974.830627;2.283630;-0.014281;0.378404
352;10015.808105;2.293234;-0.015013;0.381227
353;10055.511475;2.298040;-0.013806;0.381154
354;10096.496582;2.307644;-0.015662;0.384088
355;10137.481689;2.312450;-0.015113;0.385870
356;10177.177429;2.317247;-0.016112;0.386416
357;10216.880798;2.325258;-0.015537;0.390321
358;10256.584167;2.331657;-0.019318;0.391244
359;10297.569275;2.338066;-0.013775;0.390673
360;10335.990906;2.346067;-0.013134;0.393747
361;10376.976013;2.352467;-0.011774;0.396474
362;10416.671753;2.358875;-0.015302;0.397661
363;10457.656860;2.366877;-0.015769;0.397891
364;10496.078491;2.373285;-0.014781;0.398943
365;10535.781860;2.379684;-0.014527;0.400284
366;10575.485229;2.386093;-0.012451;0.401772
367;10613.906860;2.394094;-0.010626;0.403957
368;10652.328491;2.400494;-0.017154;0.404326
369;10692.031860;2.405300;-0.013061;0.405844
370;10731.727600;2.411699;-0.014659;0.407828
371;10771.430969;2.418108;-0.015569;0.408986
372;10809.852600;2.426109;-0.013665;0.410395
373;10848.274231;2.434120;-0.015063;0.411922
374;10886.695862;2.440519;-0.014274;0.413119
375;10923.835754;2.446918;-0.016439;0.414754
376;10963.539124;2.454929;-0.015903;0.416674
377;11000.679016;2.461329;-0.015957;0.417983
378;11037.818909;2.467737;-0.016215;0.419227
379;11078.804016;2.472534;-0.016702;0.421342
380;11114.662170;2.480545;-0.015786;0.422444
381;11154.365540;2.486944;-0.016560;0.423423
382;11190.231323;2.494946;-0.016282;0.424982
383;11228.652954;2.501354;-0.017020;0.425730
384;11265.792847;2.509356;-0.016803;0.426619
385;11306.770325;2.515764;-0.017160;0.427190
386;11343.910217;2.520561;-0.017329;0.429136
387;11379.776001;2.526970;-0.022524;0.430822
388;11418.197632;2.531767;-0.016919;0.432086
389;11454.055786;2.539778;-0.016672;0.433359
390;11489.913940;2.546177;-0.015385;0.434904
391;11530.899048;2.552586;-0.016985;0.435495
392;11566.757202;2.560587;-0.016996;0.436981
393;11603.897095;2.566986;-0.015546;0.439008
394;11641.036987;2.573395;-0.018726;0.439274
395;11676.902771;2.579794;-0.019712;0.440086
396;11715.324402;2.586203;-0.013994;0.442033
397;11749.900818;2.594204;-0.016781;0.444050
398;11788.322449;2.599010;-0.023409;0.445625
399;11826.744080;2.608614;-0.018987;0.446779
400;11862.602234;2.615013;-0.024416;0.449502
401;11899.742126;2.619820;-0.019060;0.449947
402;11935.607910;2.626219;-0.017415;0.451110
403;11971.466064;2.634230;-0.017790;0.452801
404;12011.169434;2.640629;-0.017443;0.454208
405;12047.027588;2.647038;-0.016499;0.454950
406;12084.167480;2.655039;-0.018324;0.456547
407;12120.025635;2.661448;-0.024766;0.457309
408;12157.165527;2.667847;-0.016749;0.459494
409;12195.587158;2.674246;-0.021441;0.459456
410;12230.171204;2.680655;-0.016851;0.460389
411;12267.311096;2.688656;-0.014803;0.463850
412;12304.450989;2.695065;-0.013469;0.464038
413;12340.309143;2.701464;-0.019863;0.466043
414;12377.449036;2.707872;-0.017089;0.467865
415;12415.870667;2.714272;-0.018501;0.468792
416;12451.736450;2.720680;-0.018292;0.470214
417;12487.594604;2.731886;-0.019279;0.471551
418;12526.016235;2.733479;-0.020227;0.473223
419;12563.156128;2.741489;-0.019332;0.473677
420;12599.014282;2.749491;-0.020320;0.474292
421;12634.880066;2.754297;-0.020121;0.476001
422;12675.857544;2.760696;-0.018938;0.477396
423;12711.723328;2.765503;-0.018094;0.478559
424;12746.299744;2.773504;-0.019415;0.479628
425;12783.439636;2.781506;-0.020551;0.481795
426;12821.861267;2.787914;-0.018816;0.482654
427;12859.001160;2.794313;-0.020192;0.483348
428;12897.422791;2.799120;-0.016781;0.484884
429;12931.999207;2.807121;-0.018054;0.486304
430;12970.420837;2.815132;-0.020448;0.487729
431;13008.842468;2.819929;-0.019925;0.487736
432;13044.708252;2.827940;-0.018511;0.490389
433;13081.848145;2.832737;-0.019779;0.491528
434;13118.988037;2.840748;-0.019100;0.493062
435;13157.409668;2.845545;-0.021178;0.493818
436;13193.267822;2.853546;-0.018344;0.496670
437;13231.689453;2.859955;-0.021709;0.498334
438;13267.547607;2.866354;-0.017434;0.498981
439;13305.969238;2.874365;-0.018681;0.500300
440;13341.835022;2.880764;-0.019704;0.500180
441;13380.256653;2.888775;-0.021637;0.503509
442;13418.678284;2.895174;-0.014402;0.506556
443;13455.818176;2.903175;-0.018968;0.505225
444;13490.394592;2.907982;-0.020214;0.507462
445;13528.816223;2.914381;-0.020886;0.507554
446;13567.237854;2.920790;-0.020091;0.510473
447;13604.377747;2.930393;-0.018684;0.511046
448;13640.235901;2.935200;-0.020038;0.513897
449;13678.657532;2.941599;-0.020197;0.513470
450;13714.523315;2.948008;-0.019787;0.515072
451;13752.944946;2.952805;-0.021695;0.518782
452;13788.803101;2.962408;-0.018976;0.517999
453;13828.506470;2.967215;-0.022058;0.519125
454;13864.364624;2.976818;-0.021377;0.520557
455;13902.786255;2.981625;-0.017881;0.523649
456;13939.926147;2.988024;-0.021168;0.523792
457;13978.347778;2.996035;-0.020610;0.526929
458;14015.487671;3.002434;-0.014977;0.528176
459;14053.909302;3.007240;-0.021337;0.528707
460;14091.049194;3.013639;-0.019296;0.528491
461;14129.470825;3.020048;-0.018683;0.530967
462;14166.610718;3.028049;-0.017508;0.533252
463;14205.032349;3.034449;-0.022173;0.534553
464;14243.453979;3.042459;-0.022388;0.534184
465;14279.319763;3.045654;-0.018892;0.537043
466;14317.741394;3.053665;-0.021308;0.536699
467;14357.444763;3.061666;-0.018244;0.538522
468;14393.302917;3.069668;-0.021395;0.538867
469;14429.161072;3.074474;-0.023078;0.540210
470;14470.146179;3.080873;-0.019865;0.543305
471;14508.567810;3.087282;-0.024323;0.544847
472;14545.707703;3.093681;-0.022500;0.545625
473;14582.847595;3.101692;-0.021272;0.547172
474;14622.550964;3.106489;-0.024381;0.548679
475;14659.690857;3.114500;-0.024486;0.550658
476;14698.112488;3.119297;-0.022496;0.551082
477;14735.252380;3.127308;-0.024037;0.554027
478;14772.392273;3.135309;-0.021995;0.553834
479;14809.532166;3.141708;-0.021823;0.555630
480;14849.235535;3.148117;-0.020875;0.556601
481;14886.375427;3.152914;-0.020374;0.558841
482;14926.078796;3.162527;-0.020707;0.558164
483;14963.218689;3.168926;-0.025823;0.560739
484;15001.640320;3.175335;-0.022066;0.559095
485;15040.061951;3.181734;-0.021308;0.559713
486;15077.201843;3.188133;-0.025792;0.563949
487;15114.341736;3.194542;-0.020667;0.565288
488;15155.326843;3.202543;-0.025205;0.568070
489;15191.184998;3.207350;-0.021600;0.567445
490;15229.606628;3.215351;-0.021774;0.571628
491;15268.028259;3.223362;-0.015157;0.570057
492;15306.449890;3.228159;-0.019130;0.571229
493;15343.589783;3.236160;-0.023413;0.574476
494;15383.293152;3.240967;-0.020845;0.576899
495;15421.714783;3.245773;-0.024144;0.576265
496;15460.136414;3.253775;-0.021192;0.578871
497;15497.276306;3.260174;-0.020781;0.581272
498;15535.697937;3.266582;-0.022542;0.582896
499;15574.119568;3.274584;-0.025575;0.582415
500;15612.541199;3.280993;-0.023922;0.583354
501;15650.962830;3.287392;-0.022594;0.584487
502;15688.102722;3.295403;-0.024448;0.585036
503;15726.524353;3.301802;-0.019028;0.588005
504;15764.945984;3.308201;-0.022233;0.590195
505;15804.649353;3.314610;-0.022160;0.592021
506;15841.789246;3.321009;-0.023818;0.590625
507;15881.492615;3.329020;-0.019612;0.591665
508;15919.914246;3.333817;-0.021608;0.591312
509;15958.335876;3.341827;-0.023998;0.595015
510;15996.757507;3.348227;-0.022924;0.596301
511;16035.179138;3.354635;-0.023451;0.598761
512;16073.600769;3.361034;-0.023563;0.599977
513;16112.022400;3.369036;-0.023996;0.602044
514;16151.725769;3.375444;-0.023844;0.604410
515;16187.583923;3.381844;-0.024019;0.604977
516;16227.287292;3.388252;-0.021164;0.605202
517;16264.427185;3.394651;-0.023096;0.606656
518;16304.130554;3.401060;-0.024897;0.606990
519;16343.833923;3.409061;-0.019542;0.611907
520;16380.973816;3.413868;-0.024852;0.611211
521;16420.677185;3.423471;-0.027017;0.610977
522;16459.098816;3.428268;-0.024975;0.613593
523;16497.520447;3.433075;-0.024821;0.616266
524;16538.505554;3.441076;-0.023963;0.617067
525;16575.645447;3.447485;-0.023118;0.617368
526;16616.622925;3.455486;-0.023913;0.618918
527;16655.044556;3.460293;-0.024871;0.620194
528;16693.466187;3.468294;-0.024475;0.620906
529;16733.169556;3.474703;-0.021426;0.622437
530;16771.591187;3.479500;-0.022286;0.624304
531;16811.294556;3.485909;-0.027817;0.628816
532;16849.716187;3.492308;-0.022956;0.627440
533;16889.419556;3.498716;-0.024794;0.629500
534;16929.122925;3.506718;-0.025562;0.629744
535;16966.262817;3.513117;-0.025041;0.632309
536;17007.247925;3.521128;-0.022954;0.633968
537;17045.669556;3.525925;-0.021590;0.634909
538;17085.365295;3.533936;-0.026064;0.636210
539;17123.786926;3.540335;-0.024531;0.637501
540;17162.208557;3.548336;-0.028099;0.636644
541;17204.475403;3.554745;-0.024516;0.638789
542;17241.615295;3.559542;-0.022868;0.639613
543;17280.036926;3.565950;-0.019067;0.643605
544;17321.022034;3.575554;-0.022267;0.645938
545;17358.161926;3.580360;-0.023813;0.647004
546;17399.147034;3.588362;-0.018002;0.647140
547;17440.124512;3.591566;-0.025010;0.647514
548;17478.546143;3.601170;-0.026147;0.650965
549;17516.967773;3.609171;-0.028940;0.648491
550;17559.234619;3.615580;-0.024494;0.651488
551;17596.374512;3.621979;-0.027081;0.653705
552;17633.514404;3.628387;-0.012763;0.656595
553;17674.499512;3.633184;-0.026687;0.658460
554;17715.484619;3.641195;-0.033657;0.655041
555;17755.180359;3.647594;-0.022051;0.661028
556;17793.601990;3.654003;-0.021951;0.659311
557;17833.305359;3.662004;-0.023874;0.663661
558;17871.726990;3.666801;-0.021490;0.666667
559;17911.430359;3.676414;-0.025042;0.666498
560;17952.415466;3.682814;-0.024802;0.668472
561;17992.118835;3.687620;-0.026775;0.669041
562;18030.540466;3.695621;-0.026759;0.668187
563;18070.236206;3.702030;-0.038797;0.668253
564;18109.939575;3.708429;-0.027311;0.668650
565;18150.924683;3.716431;-0.040311;0.672098
566;18188.064575;3.718033;-0.025760;0.671826
567;18229.049683;3.724442;-0.021633;0.674232
568;18268.753052;3.732443;-0.026528;0.678854
569;18307.174683;3.738842;-0.027121;0.678141
570;18345.596313;3.746853;-0.022102;0.679927
571;18387.855530;3.751650;-0.022083;0.684561
572;18427.558899;3.759661;-0.023720;0.683014
573;18467.262268;3.767662;-0.024497;0.684256
574;18506.965637;3.774061;-0.021473;0.686316
575;18545.387268;3.780470;-0.029386;0.687140
576;18586.372375;3.785276;-0.024009;0.689078
577;18626.068115;3.794880;-0.033707;0.690027
578;18665.771484;3.799677;-0.026002;0.692531
579;18705.474854;3.807688;-0.024156;0.694518
580;18742.614746;3.814087;-0.026407;0.695282
581;18783.599854;3.820496;-0.027882;0.696641
582;18824.584961;3.825293;-0.024719;0.697736
583;18864.280701;3.833303;-0.026510;0.698710
584;18902.702332;3.839703;-0.023729;0.700633
585;18943.687439;3.846102;-0.024527;0.702164
586;18982.109070;3.854113;-0.024855;0.702452
587;19023.094177;3.858910;-0.028587;0.703012
