'Index';'Force [N]';'Crosshead [mm]';'epsXX [%]';'epsYY [%]'
76;1376.091003;0.452204;-0.012045;0.045842
77;1376.091003;0.460215;-0.008173;0.051604
78;1379.936218;0.469818;-0.005808;0.050949
79;1381.217957;0.474615;-0.009880;0.049119
80;1382.499695;0.482626;-0.005235;0.050500
81;1387.619019;0.485821;-0.007796;0.050583
82;1391.464233;0.493832;-0.019424;0.051483
83;1397.865295;0.498629;-0.007845;0.050329
84;1404.266357;0.505037;-0.005189;0.053856
85;1411.949158;0.514641;-0.008217;0.053420
86;1418.357849;0.519447;-0.004745;0.051907
87;1423.477173;0.527449;-0.007417;0.052185
88;1429.885864;0.532255;-0.002958;0.051885
89;1436.286926;0.538654;-0.013648;0.052435
90;1441.406250;0.546656;-0.004445;0.052494
91;1447.814941;0.553064;-0.007956;0.054052
92;1455.497742;0.559464;-0.005915;0.054546
93;1461.898804;0.567474;-0.006681;0.054756
94;1469.581604;0.573874;-0.007127;0.052989
95;1478.553772;0.580282;-0.005648;0.053480
96;1486.236572;0.586681;-0.002447;0.057179
97;1495.201111;0.593081;-0.006252;0.055461
98;1504.165649;0.601091;-0.004843;0.056590
99;1513.130188;0.607491;0.000082;0.056908
100;1519.531250;0.613899;-0.001780;0.055669
101;1528.495789;0.620298;-0.005837;0.056800
102;1536.178589;0.625105;-0.003078;0.058630
103;1543.869019;0.633106;-0.003577;0.058198
104;1552.833557;0.641108;0.001296;0.057112
105;1561.798096;0.645914;-0.003413;0.058826
106;1570.762634;0.653915;-0.001137;0.059715
107;1578.445435;0.660324;-0.000040;0.059993
108;1586.128235;0.666723;-0.002229;0.059832
109;1595.092773;0.673132;0.000114;0.059443
110;1604.057312;0.681133;-0.000600;0.059540
111;1614.303589;0.687542;0.000452;0.060876
112;1621.994019;0.693941;-0.002416;0.059799
113;1633.514404;0.700340;-0.002403;0.060661
114;1647.605896;0.708351;-0.001812;0.061227
115;1666.816711;0.713148;-0.004506;0.063052
116;1683.464050;0.721159;-0.002168;0.065096
117;1700.111389;0.724354;-0.004938;0.063237
118;1714.202881;0.732365;-0.002430;0.063055
119;1727.012634;0.738764;-0.004583;0.066032
120;1743.659973;0.746775;-0.001961;0.066138
121;1755.187988;0.753174;-0.001260;0.066025
122;1767.990112;0.759583;-0.001978;0.065969
123;1783.363342;0.765982;-0.003363;0.067295
124;1797.447205;0.773983;-0.002616;0.067582
125;1810.256958;0.778790;-0.001487;0.067846
126;1821.784973;0.786791;-0.003915;0.068284
127;1833.305359;0.793200;-0.004464;0.068610
128;1846.115112;0.799599;-0.005285;0.069135
129;1861.480713;0.806007;-0.006696;0.068488
130;1875.572205;0.814009;-0.006714;0.070226
131;1890.937805;0.820408;-0.009231;0.070226
132;1903.747559;0.826817;-0.006885;0.072065
133;1919.113159;0.833216;-0.006321;0.071566
134;1931.922913;0.839624;-0.004832;0.071801
135;1946.014404;0.847626;-0.006088;0.074252
136;1961.380005;0.850830;-0.010829;0.072504
137;1978.027344;0.860434;-0.009175;0.073945
138;1990.837097;0.866842;-0.005561;0.077081
139;2008.766174;0.873241;-0.007678;0.074711
140;2024.131775;0.879641;-0.007893;0.074277
141;2039.505005;0.886049;-0.009227;0.075007
142;2054.870605;0.895653;-0.006117;0.076479
143;2074.081421;0.900459;-0.007782;0.077943
144;2089.454651;0.906858;-0.007812;0.078813
145;2108.665466;0.914869;-0.011353;0.078660
146;2126.594543;0.919666;-0.006731;0.080706
147;2147.087097;0.927668;-0.009435;0.079959
148;2163.734436;0.935678;-0.007350;0.080506
149;2182.945251;0.940475;-0.007390;0.081763
150;2200.874329;0.948486;-0.007763;0.081208
151;2218.803406;0.954885;-0.004861;0.083971
152;2239.295959;0.959692;-0.001115;0.085383
153;2258.506775;0.967693;-0.005472;0.086299
154;2278.999329;0.972500;-0.001353;0.086007
155;2296.928406;0.980501;-0.017721;0.085605
156;2316.139221;0.985308;-0.006101;0.088031
157;2336.631775;0.994911;-0.011527;0.087045
158;2357.124329;0.999708;-0.002827;0.087715
159;2377.616882;1.006117;-0.005656;0.091824
160;2396.827698;1.012516;-0.008195;0.090689
161;2417.312622;1.018925;-0.005056;0.092078
162;2436.523438;1.025324;-0.008129;0.091969
163;2457.015991;1.033335;-0.005110;0.092154
164;2478.790283;1.039734;-0.011729;0.094677
165;2499.282837;1.046143;-0.001448;0.093607
166;2521.057129;1.052542;-0.004543;0.095972
167;2541.542053;1.060543;-0.006823;0.095516
168;2560.752869;1.066952;-0.005866;0.097047
169;2582.527161;1.073351;-0.007531;0.098186
170;2604.301453;1.079760;-0.002677;0.098337
171;2624.794006;1.087761;-0.009811;0.094582
172;2647.842407;1.095762;-0.002974;0.094465
173;2668.334961;1.098967;-0.009448;0.099938
174;2690.109253;1.108570;-0.008719;0.098148
175;2711.883545;1.111774;-0.013815;0.102431
176;2732.368469;1.119776;-0.003174;0.104799
177;2755.424500;1.126184;-0.004028;0.103920
178;2775.917053;1.134186;-0.003963;0.105197
179;2798.973083;1.140594;-0.002580;0.106150
180;2820.739746;1.148596;-0.006220;0.106194
181;2841.232300;1.154995;-0.003029;0.108526
182;2865.570068;1.161404;-0.003271;0.109922
183;2888.618469;1.166210;-0.005827;0.108892
184;2909.111023;1.175814;-0.002041;0.111603
185;2932.167053;1.179008;-0.006221;0.111185
186;2955.215454;1.188622;-0.005818;0.112398
187;2976.989746;1.193419;-0.004148;0.113250
188;3000.038147;1.199827;-0.005632;0.113084
189;3024.375916;1.206226;-0.003959;0.114477
190;3046.150208;1.214237;-0.008492;0.114251
191;3067.916870;1.219034;-0.004021;0.116683
192;3092.254639;1.225443;-0.007131;0.115864
193;3115.303040;1.233444;-0.004492;0.117761
194;3138.359070;1.239843;-0.007805;0.119449
195;3162.689209;1.246252;-0.005533;0.119739
196;3185.745239;1.252651;-0.005672;0.120438
197;3210.083008;1.260662;-0.007054;0.120563
198;3233.131409;1.265459;-0.005894;0.121261
199;3258.743286;1.273470;-0.007287;0.121741
200;3281.799316;1.279869;-0.006981;0.123780
201;3304.855347;1.286268;-0.005885;0.126824
202;3330.467224;1.292677;-0.003452;0.127353
203;3354.797363;1.300678;-0.010220;0.131219
204;3377.853394;1.307087;-0.003395;0.129654
205;3402.183533;1.313486;-0.005334;0.129464
206;3426.521301;1.321497;-0.012592;0.128435
207;3450.851440;1.326294;-0.008277;0.133853
208;3473.907471;1.332703;-0.005807;0.132466
209;3499.519348;1.339102;-0.003117;0.134858
210;3522.575378;1.347103;-0.006261;0.134435
211;3546.905518;1.353512;-0.008550;0.137690
212;3573.806763;1.359911;-0.009687;0.132854
213;3596.855164;1.366320;-0.009296;0.134861
214;3622.467041;1.372719;-0.005838;0.138632
215;3646.804810;1.380730;-0.008381;0.139030
216;3672.416687;1.385527;-0.006127;0.141493
217;3696.754456;1.393538;-0.008725;0.140132
218;3721.084595;1.399937;-0.007530;0.140976
219;3746.696472;1.409540;-0.007330;0.142708
220;3773.597717;1.414347;-0.007646;0.142161
221;3796.646118;1.420746;-0.007879;0.144487
222;3822.265625;1.427155;-0.002511;0.147101
223;3847.877502;1.431952;-0.008581;0.145337
224;3874.771118;1.439962;-0.009472;0.146010
225;3900.382996;1.444759;-0.010172;0.138540
226;3926.002502;1.454363;-0.015230;0.145987
227;3950.332642;1.459169;-0.003961;0.150676
228;3978.507996;1.465569;-0.006605;0.149218
229;4004.127502;1.473579;0.001300;0.154453
230;4028.457642;1.478376;-0.007962;0.153480
231;4055.351257;1.486387;-0.001439;0.158331
232;4082.244873;1.492786;-0.001771;0.156268
233;4106.582642;1.497593;-0.008029;0.156960
234;4133.476257;1.503992;-0.009603;0.156193
235;4160.369873;1.512003;-0.013807;0.156653
236;4187.263489;1.521606;-0.005251;0.158127
237;4212.882996;1.524811;-0.007311;0.159425
238;4241.058350;1.531210;-0.006630;0.158863
239;4267.951965;1.537609;-0.002049;0.161861
240;4294.845581;1.544018;-0.010536;0.162167
241;4321.739197;1.553621;-0.008196;0.166039
242;4348.640442;1.558428;-0.009033;0.161309
243;4374.252319;1.568031;-0.006226;0.164634
244;4401.145935;1.572838;-0.009943;0.166821
245;4429.321289;1.579237;-0.008126;0.166529
246;4457.496643;1.585636;0.004952;0.169015
247;4484.390259;1.592045;-0.006858;0.170216
248;4512.565613;1.598444;-0.009418;0.168379
249;4539.466858;1.606455;-0.011012;0.171579
250;4566.360474;1.612854;-0.009051;0.173106
251;4593.254089;1.620865;-0.008687;0.172539
252;4621.429443;1.625662;-0.008337;0.175580
253;4650.886536;1.630468;-0.008139;0.176545
254;4677.780151;1.640072;-0.008641;0.176305
255;4704.673767;1.648073;-0.011916;0.176746
256;4735.412598;1.654482;-0.009913;0.178281
257;4761.024475;1.660881;-0.011242;0.179170
258;4789.207458;1.667290;-0.010741;0.178856
259;4819.938660;1.670485;-0.009979;0.182551
260;4846.832275;1.680098;-0.011755;0.182560
261;4876.289368;1.684895;-0.010896;0.183829
262;4904.464722;1.689701;-0.008084;0.184735
263;4933.921814;1.699305;-0.009030;0.184705
264;4960.823059;1.704111;-0.008496;0.187205
265;4990.272522;1.710510;-0.010807;0.187152
266;5017.173767;1.718512;-0.012113;0.190144
267;5045.349121;1.724920;-0.010382;0.189088
268;5076.087952;1.731319;-0.012259;0.191349
269;5105.537415;1.737728;-0.010248;0.193423
270;5133.720398;1.747332;-0.011015;0.194467
271;5160.614014;1.750536;-0.011268;0.195014
272;5191.345215;1.760139;-0.010366;0.195413
273;5219.528198;1.766539;-0.008099;0.196849
274;5250.259399;1.772947;-0.011902;0.197761
275;5279.716492;1.779346;-0.011811;0.198966
276;5307.891846;1.784153;-0.010614;0.199753
277;5336.067200;1.790552;-0.011254;0.200690
278;5366.806030;1.798563;-0.006502;0.202134
279;5396.263123;1.804962;-0.009630;0.205183
280;5424.438477;1.812963;-0.009582;0.203716
281;5452.613831;1.819372;-0.014751;0.205531
282;5482.070923;1.825771;-0.012442;0.207946
283;5512.809753;1.832180;-0.012368;0.208400
284;5540.985107;1.840181;-0.011981;0.210185
285;5571.723938;1.846590;-0.011095;0.209632
286;5602.462769;1.852989;-0.011360;0.211916
287;5628.074646;1.859398;-0.015695;0.211774
288;5658.813477;1.867399;-0.012966;0.212576
289;5689.544678;1.873798;-0.009671;0.215554
290;5717.720032;1.878605;-0.017293;0.216925
291;5748.458862;1.888208;-0.015229;0.214945
292;5776.634216;1.893015;-0.011778;0.217697
293;5808.654785;1.901016;-0.014416;0.219330
294;5838.111877;1.907425;-0.008183;0.220693
295;5867.568970;1.912222;-0.009483;0.220477
296;5898.307800;1.918631;-0.014894;0.222261
297;5927.764893;1.925030;-0.012131;0.223389
298;5958.496094;1.933031;-0.010726;0.226912
299;5990.516663;1.939440;-0.014013;0.226073
300;6018.692017;1.945839;-0.014548;0.227367
301;6049.430847;1.953850;-0.012110;0.228789
302;6078.887939;1.958647;-0.012744;0.229743
303;6110.900879;1.968250;-0.013795;0.230600
304;6139.076233;1.973057;-0.012993;0.232721
305;6169.815063;1.979465;-0.013260;0.233379
306;6199.272156;1.985865;-0.014289;0.234126
307;6231.292725;1.990671;-0.012959;0.235518
308;6259.468079;1.998672;-0.014023;0.236014
309;6290.206909;2.006674;-0.014879;0.236351
310;6322.219849;2.013083;-0.016584;0.238778
311;6352.958679;2.021084;-0.014771;0.238504
312;6381.134033;2.025890;-0.013953;0.241190
313;6413.154602;2.033892;-0.013806;0.242775
314;6443.893433;2.040291;-0.013472;0.243605
315;6474.624634;2.046700;-0.013008;0.244784
316;6505.363464;2.053099;-0.013471;0.243548
317;6537.384033;2.059507;-0.009165;0.246294
318;6568.122864;2.067509;-0.012088;0.246628
319;6598.854065;2.073917;-0.010440;0.251879
320;6629.592896;2.080317;-0.015974;0.249394
321;6660.331726;2.088318;-0.010423;0.253147
322;6691.070557;2.093124;-0.015010;0.254402
323;6723.083496;2.101126;-0.012981;0.258214
324;6753.822327;2.107534;-0.011797;0.255502
325;6784.561157;2.113934;-0.013385;0.254736
326;6817.855835;2.120342;-0.016437;0.255492
327;6846.038818;2.126741;-0.017856;0.257900
328;6880.615234;2.134752;-0.014183;0.258502
329;6910.072327;2.141151;-0.014510;0.260068
330;6942.092896;2.147551;-0.013514;0.261351
331;6975.387573;2.153959;-0.014136;0.261453
332;7006.126404;2.160358;-0.021436;0.263180
333;7039.421082;2.166767;-0.013907;0.267279
334;7070.159912;2.174768;-0.014686;0.268782
335;7102.180481;2.179575;-0.016485;0.269220
336;7135.475159;2.185974;-0.012314;0.269682
337;7166.213989;2.192383;-0.016908;0.270653
338;7198.234558;2.198782;-0.013208;0.272206
339;7227.691650;2.206793;-0.016257;0.269504
340;7262.268066;2.213192;-0.016123;0.272065
341;7293.006897;2.219591;-0.015829;0.275354
342;7323.745728;2.227602;-0.015815;0.276885
343;7357.040405;2.235603;-0.015235;0.278084
344;7387.779236;2.240410;-0.015232;0.276785
345;7418.518066;2.246809;-0.019966;0.276405
346;7451.812744;2.253218;-0.018773;0.279267
347;7483.833313;2.261219;-0.016798;0.281384
348;7514.572144;2.267618;-0.015581;0.283074
349;7549.148560;2.274027;-0.014011;0.283536
350;7581.169128;2.280426;-0.006337;0.284535
351;7613.182068;2.286835;-0.018284;0.286118
352;7645.202637;2.293234;-0.015198;0.287593
353;7678.504944;2.301245;-0.016422;0.288501
354;7709.236145;2.307644;-0.020094;0.289496
355;7741.256714;2.314053;-0.014078;0.292229
356;7774.559021;2.320452;-0.021071;0.291334
357;7805.290222;2.330055;-0.008721;0.291583
358;7838.592529;2.333260;-0.016394;0.291354
359;7871.887207;2.341261;-0.015552;0.295219
360;7905.189514;2.347670;-0.019261;0.295648
361;7937.210083;2.354069;-0.012017;0.299874
362;7970.504761;2.360477;-0.019054;0.297166
363;8001.243591;2.368479;-0.017196;0.301354
364;8034.538269;2.376480;-0.018966;0.302695
365;8067.840576;2.381287;-0.016926;0.303706
366;8101.135254;2.387686;-0.016226;0.303005
367;8134.437561;2.394094;-0.019371;0.305428
368;8166.458130;2.400494;-0.012540;0.305262
369;8199.752808;2.406902;-0.016149;0.309198
370;8231.773376;2.411699;-0.014149;0.309437
371;8263.786316;2.419710;-0.021999;0.309803
372;8297.088623;2.427711;-0.021587;0.312364
373;8329.109192;2.434120;-0.018262;0.312501
374;8362.403870;2.440519;-0.016175;0.312549
375;8395.706177;2.446918;-0.017749;0.314215
376;8429.000854;2.453327;-0.020458;0.316789
377;8463.577271;2.459726;-0.020056;0.316903
378;8495.597839;2.467737;-0.022398;0.316812
379;8530.181885;2.474136;-0.018914;0.320533
380;8560.913086;2.480545;-0.017193;0.321111
381;8596.778870;2.486944;-0.018541;0.321877
382;8630.073547;2.494946;-0.020226;0.322629
383;8663.375854;2.501354;-0.018939;0.323381
384;8695.388794;2.506151;-0.018490;0.325122
385;8731.254578;2.514162;-0.007170;0.323495
386;8761.985779;2.522163;-0.025123;0.326190
387;8796.569824;2.528572;-0.015029;0.328861
388;8831.146240;2.534971;-0.017319;0.333528
389;8864.448547;2.539778;-0.019153;0.335289
390;8897.743225;2.547779;-0.016872;0.333095
391;8932.327271;2.554178;-0.020916;0.334554
392;8965.621948;2.563791;-0.013002;0.336937
393;8997.642517;2.570190;-0.016414;0.337158
394;9032.218933;2.573395;-0.021736;0.337954
395;9064.239502;2.581396;-0.019924;0.339990
396;9098.815918;2.587805;-0.021650;0.341266
397;9132.118225;2.594204;-0.020888;0.341478
398;9167.976379;2.602205;-0.019968;0.341619
399;9201.271057;2.608614;-0.020358;0.342878
400;9235.855103;2.615013;-0.020144;0.345416
401;9270.431519;2.621422;-0.017665;0.345919
402;9302.452087;2.627821;-0.030699;0.347473
403;9337.028503;2.634230;-0.024694;0.346992
404;9372.886658;2.640629;-0.025595;0.350195
405;9406.188965;2.647038;-0.014794;0.351741
406;9440.765381;2.655039;-0.019291;0.352792
407;9475.349426;2.661448;-0.019996;0.354026
408;9508.644104;2.669449;-0.018752;0.357083
409;9541.946411;2.674246;-0.019877;0.358086
410;9577.804565;2.680655;-0.019911;0.358750
411;9612.380981;2.687054;-0.019514;0.361117
412;9645.683289;2.693462;-0.020444;0.359856
413;9680.259705;2.701464;-0.021338;0.362207
414;9713.562012;2.709465;-0.020425;0.362987
415;9748.138428;2.714272;-0.020092;0.364102
416;9782.722473;2.719078;-0.021485;0.365666
417;9817.298889;2.727079;-0.021443;0.366996
418;9851.875305;2.733479;-0.018517;0.368953
419;9886.459351;2.743092;-0.019960;0.369121
420;9921.035767;2.747889;-0.023701;0.370495
421;9955.619812;2.754297;-0.023899;0.371150
422;9990.196228;2.762299;-0.021394;0.372739
423;10023.490906;2.768707;-0.020679;0.374081
424;10058.074951;2.775106;-0.024338;0.375607
425;10092.651367;2.783108;-0.021714;0.376877
426;10127.235413;2.787914;-0.020638;0.378494
427;10163.093567;2.795916;-0.022213;0.380400
428;10197.669983;2.802324;-0.020805;0.380270
429;10232.254028;2.810326;-0.022150;0.382039
430;10268.112183;2.815132;-0.022759;0.383380
431;10302.688599;2.821531;-0.021912;0.384959
432;10338.554382;2.829533;-0.021998;0.385809
433;10371.849060;2.837543;-0.022043;0.386714
434;10407.707214;2.842340;-0.022899;0.388429
435;10441.009521;2.848749;-0.021993;0.389896
436;10476.867676;2.855148;-0.021451;0.390698
437;10512.725830;2.861557;-0.022007;0.392385
438;10548.591614;2.867956;-0.022763;0.393438
439;10581.886292;2.874365;-0.022478;0.394826
440;10615.188599;2.880764;-0.022552;0.395686
441;10651.046753;2.890368;-0.021971;0.397251
442;10688.186646;2.891970;-0.022038;0.398957
443;10722.763062;2.901573;-0.021247;0.400534
444;10758.628845;2.907982;-0.024219;0.401623
445;10793.205261;2.912779;-0.022278;0.402473
446;10829.063416;2.920790;-0.024018;0.403285
447;10864.929199;2.927189;-0.020070;0.405427
448;10898.223877;2.936792;-0.021012;0.405142
449;10932.800293;2.941599;-0.026857;0.405788
450;10968.666077;2.948008;-0.021619;0.406505
451;11003.242493;2.956009;-0.028938;0.407892
452;11040.382385;2.960806;-0.019515;0.408794
453;11074.966431;2.967215;-0.021403;0.411491
454;11112.106323;2.975216;-0.024230;0.412763
455;11146.682739;2.981625;-0.023682;0.414658
456;11179.985046;2.989626;-0.024656;0.417522
457;11217.124939;2.994432;-0.035719;0.415628
458;11251.701355;3.000832;-0.024842;0.417695
459;11287.559509;3.010435;-0.024422;0.419287
460;11322.143555;3.013639;-0.022558;0.421482
461;11355.438232;3.021641;-0.027707;0.426201
462;11393.859863;3.028049;-0.027153;0.423552
463;11429.718018;3.034449;-0.024116;0.424725
464;11464.302063;3.042459;-0.025215;0.423806
465;11500.160217;3.048859;-0.031396;0.428135
466;11534.744263;3.055267;-0.030052;0.424094
467;11571.884155;3.060064;-0.021070;0.425385
468;11607.742310;3.068075;-0.025515;0.430727
469;11642.318726;3.074474;-0.018946;0.434884
470;11678.184509;3.082476;-0.028893;0.435303
471;11715.324402;3.087282;-0.030907;0.435760
472;11749.900818;3.095284;-0.022214;0.435656
473;11787.040710;3.100090;-0.028148;0.435960
474;11821.624756;3.108091;-0.027343;0.438122
475;11857.482910;3.112898;-0.027384;0.439357
476;11895.904541;3.120899;-0.024392;0.441681
477;11931.762695;3.128901;-0.022375;0.444059
478;11966.339111;3.133707;-0.023912;0.444547
479;12000.923157;3.141708;-0.026505;0.447298
480;12036.781311;3.148117;-0.023028;0.449585
481;12073.921204;3.154516;-0.030372;0.447113
482;12109.779358;3.160925;-0.020111;0.449872
483;12145.645142;3.167324;-0.021634;0.453043
484;12181.503296;3.173733;-0.024737;0.453842
485;12217.361450;3.181734;-0.029553;0.450930
486;12254.501343;3.186541;-0.020922;0.456437
487;12290.367126;3.196144;-0.023687;0.457356
488;12326.225281;3.202543;-0.033221;0.457947
489;12363.365173;3.205748;-0.017809;0.457937
490;12400.505066;3.213749;-0.025927;0.459731
491;12436.363220;3.221760;-0.027340;0.459006
492;12472.229004;3.229761;-0.023004;0.464226
493;12508.087158;3.234568;-0.026182;0.464126
494;12543.945312;3.242569;-0.030794;0.464312
495;12581.085205;3.248968;-0.024846;0.467011
496;12616.943359;3.255377;-0.027676;0.468062
497;12654.090881;3.261776;-0.027556;0.468938
498;12692.512512;3.268185;-0.026000;0.469636
499;12727.088928;3.274584;-0.027332;0.473059
500;12764.228821;3.280993;-0.033936;0.471768
501;12801.368713;3.288994;-0.025482;0.472364
502;12838.508606;3.295403;-0.033154;0.474725
503;12874.374390;3.303404;-0.025817;0.475902
504;12910.232544;3.309803;-0.025052;0.476771
505;12947.372437;3.316212;-0.027341;0.479673
506;12983.230591;3.321009;-0.027522;0.482729
507;13020.370483;3.329020;-0.028695;0.480815
508;13057.510376;3.335419;-0.027945;0.482368
509;13094.650269;3.341827;-0.027502;0.484779
510;13131.797791;3.348227;-0.025311;0.486538
511;13168.937683;3.354635;-0.024708;0.486643
512;13202.232361;3.361034;-0.027729;0.486907
513;13241.935730;3.369036;-0.028792;0.489567
514;13277.793884;3.377047;-0.027469;0.489900
515;13316.215515;3.381844;-0.028949;0.491481
516;13353.355408;3.389854;-0.029972;0.493830
517;13389.221191;3.394651;-0.026635;0.494601
518;13425.079346;3.401060;-0.023458;0.495849
519;13462.219238;3.409061;-0.037064;0.493803
520;13499.359131;3.413868;-0.022633;0.496444
521;13535.217285;3.421869;-0.024309;0.499766
522;13571.083069;3.428268;-0.024338;0.503418
523;13609.504700;3.434677;-0.021899;0.500283
524;13649.208069;3.441076;-0.030076;0.503043
525;13682.502747;3.445883;-0.028334;0.505310
526;13719.642639;3.455486;-0.026307;0.505621
527;13756.782532;3.463488;-0.026129;0.505880
528;13795.204163;3.468294;-0.035083;0.511267
529;13831.069946;3.476295;-0.028784;0.512132
530;13870.765686;3.479500;-0.027731;0.513850
531;13906.631470;3.487501;-0.027525;0.514685
532;13945.053101;3.495512;-0.026261;0.515326
533;13982.192993;3.501911;-0.020054;0.515294
534;14018.051147;3.508320;-0.039901;0.514746
535;14059.036255;3.514719;-0.036974;0.516509
536;14097.457886;3.521128;-0.027608;0.519061
537;14134.597778;3.527527;-0.028645;0.520424
538;14171.737671;3.535528;-0.029929;0.522467
539;14210.159302;3.543539;-0.028825;0.524177
540;14247.299194;3.548336;-0.028565;0.525184
541;14284.439087;3.554745;-0.029269;0.526944
542;14321.578979;3.562746;-0.029593;0.527989
543;14360.000610;3.569155;-0.029830;0.529245
544;14398.422241;3.572350;-0.030522;0.530982
545;14435.562134;3.580360;-0.028688;0.532331
546;14473.983765;3.586760;-0.030340;0.533121
547;14511.123657;3.593168;-0.027764;0.533657
548;14549.545288;3.599567;-0.030074;0.535269
549;14585.411072;3.607569;-0.026595;0.536496
550;14626.388550;3.613977;-0.031171;0.535460
551;14662.254333;3.620377;-0.033827;0.537544
552;14701.957703;3.628387;-0.035233;0.538599
553;14739.097595;3.634787;-0.032440;0.540063
554;14777.519226;3.641195;-0.040701;0.540669
555;14814.659119;3.649197;-0.028122;0.541816
556;14853.080750;3.655596;-0.030144;0.546657
557;14891.502380;3.660402;-0.030898;0.548234
558;14928.642273;3.666801;-0.028916;0.550457
559;14965.782166;3.674812;-0.032741;0.551149
560;15005.485535;3.682814;-0.029875;0.551753
561;15042.625427;3.687620;-0.034385;0.552858
562;15082.328796;3.694019;-0.032571;0.555186
563;15119.468689;3.702030;-0.037345;0.555181
564;15156.608582;3.710032;-0.030222;0.557760
565;15193.748474;3.714828;-0.033350;0.561885
566;15233.451843;3.721237;-0.027225;0.563363
567;15273.155212;3.727636;-0.036524;0.567655
568;15311.576843;3.734045;-0.025265;0.565293
569;15348.716736;3.740444;-0.028595;0.566110
570;15388.420105;3.748455;-0.031280;0.567098
571;15425.559998;3.753252;-0.029336;0.569049
572;15463.981628;3.761263;-0.030249;0.570909
573;15503.684998;3.767662;-0.030752;0.569399
574;15540.824890;3.774061;-0.039442;0.572977
575;15579.246521;3.780470;-0.028393;0.576677
576;15620.231628;3.788471;-0.028991;0.572576
577;15657.371521;3.793278;-0.033864;0.576437
578;15694.511414;3.802881;-0.027795;0.577213
579;15732.933044;3.807688;-0.033899;0.578318
580;15772.636414;3.812485;-0.033335;0.580749
581;15809.776306;3.820496;-0.031418;0.578509
582;15846.916199;3.826895;-0.029428;0.581389
